document_id,source_id,tier,institution_id,institution_name,source_name,url,title,fetched_at,content_hash,cleaned_text_path,raw_html_path,status_code,status,change_status,error_message
DOC-REG-001-20260609085357,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T08:53:57.723405+00:00,33702470abed411e6cc6ccabbe09db072d111f237ee19f4ed7ba091215ee308d,data/raw_documents/cleaned_text/DOC-REG-001-20260609085357.txt,data/raw_documents/raw_html/DOC-REG-001-20260609085357.html,200,fetched,new_source,
DOC-REG-001-20260609085712,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,,2026-06-09T08:57:12.560603+00:00,,data/raw_documents/cleaned_text/DOC-REG-001-20260609085712.txt,data/raw_documents/raw_html/DOC-REG-001-20260609085712.html,200,error,error,'NoneType' object has no attribute 'get'
DOC-REG-001-20260609085809,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T08:58:09.405268+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609085809.txt,data/raw_documents/raw_html/DOC-REG-001-20260609085809.html,200,fetched,changed,
DOC-REG-001-20260609085925,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T08:59:25.404899+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609085925.txt,data/raw_documents/raw_html/DOC-REG-001-20260609085925.html,200,fetched,unchanged,
DOC-REG-001-20260609104625,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T10:46:25.810638+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609104625.txt,data/raw_documents/raw_html/DOC-REG-001-20260609104625.html,200,fetched,unchanged,
DOC-REG-001-20260609105636,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T10:56:36.076266+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609105636.txt,data/raw_documents/raw_html/DOC-REG-001-20260609105636.html,200,fetched,unchanged,
DOC-REG-001-20260609140602,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T14:06:02.200042+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609140602.txt,data/raw_documents/raw_html/DOC-REG-001-20260609140602.html,200,fetched,unchanged,
DOC-REG-001-20260609140728,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T14:07:28.515282+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609140728.txt,data/raw_documents/raw_html/DOC-REG-001-20260609140728.html,200,fetched,unchanged,
DOC-REG-001-20260609140813,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T14:08:13.172530+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609140813.txt,data/raw_documents/raw_html/DOC-REG-001-20260609140813.html,200,fetched,unchanged,
DOC-REG-001-20260609141144,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T14:11:44.816519+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609141144.txt,data/raw_documents/raw_html/DOC-REG-001-20260609141144.html,200,fetched,unchanged,
DOC-REG-001-20260609141313,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T14:13:13.531876+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609141313.txt,data/raw_documents/raw_html/DOC-REG-001-20260609141313.html,200,fetched,unchanged,
DOC-REG-001-20260609142608,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-09T14:26:08.457625+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260609142608.txt,data/raw_documents/raw_html/DOC-REG-001-20260609142608.html,200,fetched,unchanged,
DOC-REG-001-20260610105521,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-10T10:55:21.672146+00:00,6e1d99a85caf9c8c82819ba36262101763ca0810bc1021dd2baf667a0e6a23ec,data/raw_documents/cleaned_text/DOC-REG-001-20260610105521.txt,data/raw_documents/raw_html/DOC-REG-001-20260610105521.html,200,fetched,unchanged,
