document_id,source_id,tier,institution_id,institution_name,source_name,url,title,fetched_at,content_hash,cleaned_text_path,raw_html_path,status_code,status,change_status,error_message
DOC-REG-001-20260616113725,REG-001,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA İşim İçin / KOBİ bankacılığı,https://www.garantibbva.com.tr/isim-icin,İşim İçin | Garanti BBVA,2026-06-16T11:37:25.911356+00:00,c6cda61a08c64fee2cd5b0ee6dae630e76f867aab2a5486b456d537e574adca4,data/raw_documents/cleaned_text/DOC-REG-001-20260616113725.txt,data/raw_documents/raw_html/DOC-REG-001-20260616113725.html,200,fetched,new_source,
DOC-REG-002-20260616113726,REG-002,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA Kartlar & POS,https://www.garantibbva.com.tr/isim-icin/kartlar-pos,Kartlar/POS | Garanti BBVA,2026-06-16T11:37:26.141640+00:00,93f046fe627d00a53cc98e3c33bc882962294d55da34c305209850de44b0370c,data/raw_documents/cleaned_text/DOC-REG-002-20260616113726.txt,data/raw_documents/raw_html/DOC-REG-002-20260616113726.html,200,fetched,new_source,
DOC-REG-003-20260616113726,REG-003,Tier 1,garanti_bbva,Garanti BBVA,Garanti BBVA Kurumsal communication / press releases,https://www.garantibbva.com.tr/kurumsal-iletisim,Kurumsal İletişim | Garanti BBVA,2026-06-16T11:37:26.348869+00:00,59cf0b159c0d7ed94389f261056b3557b636cfa0a9ed18e60b993323eaead7f4,data/raw_documents/cleaned_text/DOC-REG-003-20260616113726.txt,data/raw_documents/raw_html/DOC-REG-003-20260616113726.html,200,fetched,new_source,
DOC-REG-004-20260616113726,REG-004,Tier 1,is_bankasi,İş Bankası,İş Bankası İş Ticari,https://www.isbank.com.tr/is-ticari,Ticari Bankacılık İşlemleri | Türkiye İş Bankası,2026-06-16T11:37:26.913003+00:00,b43707f0a2cb5789ab896aa1a2ba11de0ecdf692dedc167ff8020e9c64fa02fe,data/raw_documents/cleaned_text/DOC-REG-004-20260616113726.txt,data/raw_documents/raw_html/DOC-REG-004-20260616113726.html,200,fetched,new_source,
DOC-REG-005-20260616113727,REG-005,Tier 1,is_bankasi,İş Bankası,İş Bankası Sanal POS,https://www.isbank.com.tr/is-ticari/sanal-pos,Sanal POS Hizmeti | Türkiye İş Bankası A.Ş.,2026-06-16T11:37:27.469075+00:00,fb5591e99dd5ef07c4822103595b26ae3c24de59581e13523663df28e3f3bf95,data/raw_documents/cleaned_text/DOC-REG-005-20260616113727.txt,data/raw_documents/raw_html/DOC-REG-005-20260616113727.html,200,fetched,new_source,
DOC-REG-006-20260616113727,REG-006,Tier 1,is_bankasi,İş Bankası,İş Bankası Duyurular,https://www.isbank.com.tr/duyurular,Duyurular | Türkiye İş Bankası A.Ş.,2026-06-16T11:37:27.856715+00:00,2750303a9b1172452b898f9d38b86ecd3c7652247ec9245190a514969220eec2,data/raw_documents/cleaned_text/DOC-REG-006-20260616113727.txt,data/raw_documents/raw_html/DOC-REG-006-20260616113727.html,200,fetched,new_source,
DOC-REG-010-20260616113729,REG-010,Tier 1,yapi_kredi,Yapı Kredi,Yapı Kredi KOBİ,https://www.yapikredi.com.tr/kobi/,KOBİ | Yapı Kredi,2026-06-16T11:37:29.015872+00:00,edf4208e371a5ef3363fbb35f2be8fb115b278b1e854d5f59321b98ee4a83cfb,data/raw_documents/cleaned_text/DOC-REG-010-20260616113729.txt,data/raw_documents/raw_html/DOC-REG-010-20260616113729.html,200,fetched,new_source,
DOC-REG-011-20260616113729,REG-011,Tier 1,yapi_kredi,Yapı Kredi,Yapı Kredi KOBİ Kampanyaları,https://www.yapikredi.com.tr/kampanyalar/kategori/kobi/,KOBİ | Kampanyalar | Yapı Kredi,2026-06-16T11:37:29.500641+00:00,43114881aebe9d4dfd3ab29d0aae8e2615b600938446a35287813e2e5a7b460e,data/raw_documents/cleaned_text/DOC-REG-011-20260616113729.txt,data/raw_documents/raw_html/DOC-REG-011-20260616113729.html,200,fetched,new_source,
DOC-REG-012-20260616113729,REG-012,Tier 1,yapi_kredi,Yapı Kredi,Yapı Kredi Basın Bültenleri,https://www.yapikredi.com.tr/yapi-kredi-hakkinda/basin-bultenleri,Basın Bültenleri | Yapı Kredi Hakkında | Yapı Kredi,2026-06-16T11:37:29.967655+00:00,c12669d7a24fca75d4e4d39647d5330b08e3268c9457c84a37c5f8bf5ceaedf4,data/raw_documents/cleaned_text/DOC-REG-012-20260616113729.txt,data/raw_documents/raw_html/DOC-REG-012-20260616113729.html,200,fetched,new_source,
DOC-REG-013-20260616113730,REG-013,Tier 1,qnb_finansbank,QNB Finansbank,QNB Finansbank KOBİ / KOBİ sayfası,https://www.qnbfinansbank.com/kobi,KOBİ | QNB,2026-06-16T11:37:30.899095+00:00,0fdd470ef5872a663fc06a9c2a55976c024ae9100b387228b71c38025b97bd7f,data/raw_documents/cleaned_text/DOC-REG-013-20260616113730.txt,data/raw_documents/raw_html/DOC-REG-013-20260616113730.html,200,fetched,new_source,
DOC-REG-013-20260616124124,REG-013,Tier 1,qnb_finansbank,QNB Finansbank,QNB Finansbank KOBİ / KOBİ sayfası,https://www.qnbfinansbank.com/kobi,KOBİ | QNB,2026-06-16T12:41:24.560170+00:00,0fdd470ef5872a663fc06a9c2a55976c024ae9100b387228b71c38025b97bd7f,data/raw_documents/cleaned_text/DOC-REG-013-20260616124124.txt,data/raw_documents/raw_html/DOC-REG-013-20260616124124.html,200,fetched,unchanged,
DOC-REG-061-20260616124124,REG-061,Tier 1,qnb_finansbank,QNB Finansbank,QNB Finansbank Kampanyalar,https://www.qnb.com.tr/kampanyalar,Tüm Kampanyalar | QNB,2026-06-16T12:41:24.968402+00:00,732291755406a25fe81c209df80df69cf63935df7415af3329dc430240fa147e,data/raw_documents/cleaned_text/DOC-REG-061-20260616124124.txt,data/raw_documents/raw_html/DOC-REG-061-20260616124124.html,200,fetched,new_source,
DOC-REG-062-20260616124125,REG-062,Tier 1,qnb_finansbank,QNB Finansbank,QNB Card KOBİ Ticari Kredi Kartı Kampanyaları,https://www.qnbcard.com.tr/kartlar/ticari-kartlar/qnb-kobi-ticari-kredi-karti/qnb-kobi-ticari-kredi-karti-kampanyalari,QNB KOBİ Kampanyaları | QNB Kredi Kartı,2026-06-16T12:41:25.119288+00:00,179e1dd46a18470c4b3baa1ed2874c02834210de0127ffe69ff921320ab41c5b,data/raw_documents/cleaned_text/DOC-REG-062-20260616124125.txt,data/raw_documents/raw_html/DOC-REG-062-20260616124125.html,200,fetched,new_source,
DOC-REG-063-20260616124125,REG-063,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ POS Çözümleri,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri,Kobi POS Çözümleri | QNB,2026-06-16T12:41:25.288480+00:00,a140d33ac2fc82c4b559e9081fac4a33a266e7629076bbc1283ffc37e01da2ab,data/raw_documents/cleaned_text/DOC-REG-063-20260616124125.txt,data/raw_documents/raw_html/DOC-REG-063-20260616124125.html,200,fetched,new_source,
DOC-REG-064-20260616124125,REG-064,Tier 1,qnb_finansbank,QNB Finansbank,QNB POS,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/pos,POS Cihazı Başvurusu | QNB,2026-06-16T12:41:25.740194+00:00,61eec41b3f4044eeedc3a4196dafaa6fa4c3e1681493abc3bacdae4818cab8d7,data/raw_documents/cleaned_text/DOC-REG-064-20260616124125.txt,data/raw_documents/raw_html/DOC-REG-064-20260616124125.html,200,fetched,new_source,
DOC-REG-065-20260616124126,REG-065,Tier 1,qnb_finansbank,QNB Finansbank,QNB Yazar Kasa POS,https://www.qnb.com.tr/isim-icin/kobi/kobi-pos-cozumleri/yazar-kasa-pos,Yazarkasa POS | QNB,2026-06-16T12:41:26.157887+00:00,6e7158fff218d45e63bf352518fb7fa0e41586f282a41389df730fefa6cd8034,data/raw_documents/cleaned_text/DOC-REG-065-20260616124126.txt,data/raw_documents/raw_html/DOC-REG-065-20260616124126.html,200,fetched,new_source,
DOC-REG-066-20260616124127,REG-066,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ Kredileri,https://www.qnb.com.tr/kobi-kredileri,Kobi Kredisi & Kobi Kredisi Hesaplama | QNB,2026-06-16T12:41:27.362814+00:00,99f62464948ebd87a30d25700292ae13eee1dbbf4db34e247204978b55328fbc,data/raw_documents/cleaned_text/DOC-REG-066-20260616124127.txt,data/raw_documents/raw_html/DOC-REG-066-20260616124127.html,200,fetched,new_source,
DOC-REG-067-20260616124127,REG-067,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ Rahat,https://www.qnb.com.tr/kobi-rahat,KOBİ Rahat | QNB,2026-06-16T12:41:27.863909+00:00,08950d1ca22d94e8e912689e38569bf554327426116f21b89afda96bbda0be2a,data/raw_documents/cleaned_text/DOC-REG-067-20260616124127.txt,data/raw_documents/raw_html/DOC-REG-067-20260616124127.html,200,fetched,new_source,
DOC-REG-068-20260616124128,REG-068,Tier 1,qnb_finansbank,QNB Finansbank,QNB KOBİ Ticari Kredi Kartları,https://www.qnb.com.tr/kobi-ticari-kredi-kartlari,Ticari Kredi Kartı Başvurusu - Nedir / Nasıl Alınır? | QNB,2026-06-16T12:41:28.039895+00:00,81fd43cfe65deb7fde7ca2165f8140c1fb237d0c12ff6b378a3226562e139da8,data/raw_documents/cleaned_text/DOC-REG-068-20260616124128.txt,data/raw_documents/raw_html/DOC-REG-068-20260616124128.html,200,fetched,new_source,
