current_run_id,institution_name,source_id,source_name,monitoring_mode,collector_capability,attempted_this_run,skipped_this_run,skip_reason,fetched_this_run,changed_this_run,candidate_links_this_run,detail_pages_this_run,error_this_run,historical_last_success,health_status,action_required
final_readiness_20260629T133423_idempotency_clean,Alternatif Bank,REG-078,Alternatif Bank Basın Odası,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,Alternatif Bank,REG-079,Alternatif Bank Kampanyalar,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,DenizBank,REG-080,DenizBank Medya Merkezi / Basında DenizBank,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,DenizBank,REG-081,DenizBank Kampanyalar,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,DenizBank,REG-082,DenizBank POS Ürünleri,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,ING,REG-083,ING Basın Bültenleri 2026,,static_scrape,True,False,,True,False,0,0,,2026-06-29T13:53:24.487098+00:00,Sağlıklı,
final_readiness_20260629T133423_idempotency_clean,ING,REG-084,ING Üye İşyeri,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,ING,REG-085,ING POS Ürünleri,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,TEB,REG-086,TEB Basın Açıklamaları,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,TEB,REG-087,CEPTETEB İşte Kampanyaları,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,TEB,REG-088,TEB POS,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,Şekerbank,REG-089,Şekerbank Esnaf KOBİ Kampanyalar,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,Şekerbank,REG-090,Şekerbank POS Kampanyaları,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,Şekerbank,REG-091,Şekerbank Ticari Kartlar,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,Fibabanka,REG-092,Fibabanka Kampanyalar,,manual,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,Fibabanka,REG-093,Fibabanka Business Kredi Kartı,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,Anadolubank,REG-094,Anadolubank Kampanyalar,,static_scrape,False,True,inactive,False,False,,,,,Atlanmış,
final_readiness_20260629T133423_idempotency_clean,Anadolubank,REG-095,Anadolubank POS,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,Odeabank,REG-096,Odeabank Basın Bültenleri,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
final_readiness_20260629T133423_idempotency_clean,Odeabank,REG-097,Odeabank Ticari,,static_scrape,False,True,not_production_ready_mvp_active_false,False,False,,,,,Prod Dışı,MVP aktifleşmeden haftalık akışa alınmaz.
